url,filename,uppercaption,lowercaption,views,upvote
https://i.imgflip.com/2x4nmh.jpg,Ron-Swanson.jpg,it's no surprise that most meteorologists are men,"when it's supposed to snow, they promise 8 to 10 inches and we only end up getting 4 to 6 inches",1722,0
https://i.imgflip.com/2i742o.jpg,Ron-Swanson.jpg,new rule for election season,the team with the most negative advertising loses!,1536,0
https://i.imgflip.com/35kc80.jpg,Ron-Swanson.jpg,when you don't watch football,are you a bronco fan?  you mean the ford? or the horses?,5546,3
https://i.imgflip.com/2nj1td.jpg,Ron-Swanson.jpg,you had me at,"""meat tornado""",2152,5
https://i.imgflip.com/1k8qoz.jpg,Ron-Swanson.jpg,trump was the first man in history,to win an argument with a woman,23716,0
https://i.imgflip.com/1u3y4y.jpg,Ron-Swanson.jpg,"dear ""la croix,""","be soda or be nothing.  sincerely, ron swanson",43422,0
https://i.imgflip.com/2jzuvd.jpg,Ron-Swanson.jpg,don't take disrespect from anyone,"you got that, boy?",1296,4
https://i.imgflip.com/2dm0hw.jpg,Ron-Swanson.jpg,you might be old enough to adult,"but you are a child because you have to ask someone, ""is this still good?"" every damn time you open the fridge.",2850,4
https://i.imgflip.com/1dm1yq.jpg,Ron-Swanson.jpg,my morning steak,the most important steak of my day,4644,8
https://i.imgflip.com/109r6z.jpg,Ron-Swanson.jpg,i'm in a quiet confrontation with my neighbor,"so i renamed our wifi to ""shut your damned dogs up matt.""",4380,0
https://i.imgflip.com/2g0p5c.jpg,Ron-Swanson.jpg,its your birthday,eat bacon and eggs and drink whiskey,2702,3
https://i.imgflip.com/25kwyb.jpg,Ron-Swanson.jpg,if a man needs an ar15 to go hunting,he is neither a man nor a hunter...,1770,0
https://i.imgflip.com/20jgeu.jpg,Ron-Swanson.jpg,ron swanson,for president!,1350,0
https://i.imgflip.com/18i3cl.jpg,Ron-Swanson.jpg,you accidentally gave me the food,my food eats...,1378,7
https://i.imgflip.com/2pxamd.jpg,Ron-Swanson.jpg,christmas is over,and yet here we are,1004,2
https://i.imgflip.com/1bogya.jpg,Ron-Swanson.jpg,coffee and wine are my life coaches,"coffee pats me on the ass and says ""you got this""     wine hugs me and says ""good try . there's always tomorrow""",3704,5
https://i.imgflip.com/1auxjc.jpg,Ron-Swanson.jpg,never half ass two things,whole ass one thing,2001,0
https://i.imgflip.com/190atu.jpg,Ron-Swanson.jpg,instead of asking if women should have a choice,maybe we should ask what people would think if they were aborted instead,1246,8
https://i.imgflip.com/ydw5p.jpg,Ron-Swanson.jpg,buys a baby tiger,i regret nothing,1836,5
https://i.imgflip.com/2zv1q7.jpg,Ron-Swanson.jpg,well there we have it,another retarded dumbass freely spouting off how he breaks the law on social media.,1072,1
https://i.imgflip.com/1mu0s2.jpg,Ron-Swanson.jpg,you probably don't need hands,to count the problems that you can solve by throwing stones at others.,1171,3
https://i.imgflip.com/30mgjc.jpg,Ron-Swanson.jpg,its that time,time to do your time sheet,965,1
https://i.imgflip.com/1br2ft.jpg,Ron-Swanson.jpg,"if you buy a $2000 tv that was on sale for $1750, you did not save $250",you spent $1750,1949,3
https://i.imgflip.com/z4i96.jpg,Ron-Swanson.jpg,live your life how you want,but don't confuse drama with happiness,11891,3
https://i.imgflip.com/15l0zv.jpg,Ron-Swanson.jpg,from now on i'm going to give my money to companies,where i can get a hold of support as fast as a salesman,1592,4
https://i.imgflip.com/10k8zi.jpg,Ron-Swanson.jpg,i only wear groutfit,on thursdays,2456,3
https://i.imgflip.com/f1fhk.jpg,Ron-Swanson.jpg,don't get me wrong,i'm not always angry but there are times when i feel like i don't have enough middle fingers.,8548,6
https://i.imgflip.com/2l1jlt.jpg,Ron-Swanson.jpg,let me get this straight.  you made a decision and there are consequences of that decision,and now you want me to take the blame for your bad decision?,10598,0
https://i.imgflip.com/1fsizl.jpg,Ron-Swanson.jpg,"i don't always make suggestions for things government should do,but when i do","actually, i don't. ever.",1149,2
https://i.imgflip.com/175eon.jpg,Ron-Swanson.jpg,i am a simple man,"i see a pretty girl, i press like",2208,2
https://i.imgflip.com/1ialsl.jpg,Ron-Swanson.jpg,there are 2 types of students on academic probation:,those who accept help when offered and those who plan to continue on probation next semester.,6284,1
https://i.imgflip.com/156fk5.jpg,Ron-Swanson.jpg,voting is like shitting,and expecting the toilet to change,1353,2
https://i.imgflip.com/z9ihh.jpg,Ron-Swanson.jpg,i want a pizza oven/barbecue/spaghetti  maker,that also doubles as a toaster,2170,1
https://i.imgflip.com/y1qgm.jpg,Ron-Swanson.jpg,it's your birthday,false: it is the anniversary of the day in which you were born.,3020,0
https://i.imgflip.com/2cuu05.jpg,Ron-Swanson.jpg,i do not know the amount of money i have,i only know how many pounds of money i have,1395,0
https://i.imgflip.com/4eytc1.jpg,Ron-Swanson.jpg,matterport sells more home,end of speech,234,0
https://i.imgflip.com/44o13m.jpg,Ron-Swanson.jpg,i remember my first day of college,my father dropped me off at the steel mill,301,0
https://i.imgflip.com/10h1o3.jpg,Ron-Swanson.jpg,"i´m a simple man, i see face swap meme",i press down vote,424,0
https://i.imgflip.com/3brll9.jpg,Ron-Swanson.jpg,there was a pep rally at my school today,"when the principal said, ""thank you all for coming"" i said to the kid next to me, ""it's not like we had a choice"" as i was reading jurassic park",770,0
https://i.imgflip.com/5gy9jk.jpg,Ron-Swanson.jpg,i hate mondays,"i have to do nothing at work all day, when i could be doing nothing at home",109,0
https://i.imgflip.com/65zbg0.jpg,Money-Man.jpg,how i feel when i invest in crypto,and make 3 dollars,125,0
https://i.imgflip.com/558k8x.jpg,Money-Man.jpg,quarantine starts*,wifi companies:,2983,0
https://i.imgflip.com/5sug3h.jpg,Money-Man.jpg,i used to be dirt poor,but now i'm filthy rich,356,3
https://i.imgflip.com/4h71ao.jpg,Money-Man.jpg,b list controller manufacturers,after inventing game rage,873,3
https://i.imgflip.com/57pf01.jpg,Money-Man.jpg,pov: when you can keep the change,me:,295,1
https://i.imgflip.com/1twm1g.jpg,Money-Man.jpg,free advice on how to avoid paying late fees,pay your bills on time,17832,0
https://i.imgflip.com/4z3izk.jpg,Money-Man.jpg,depression after,inventing school,243,0
https://i.imgflip.com/2wimib.jpg,Money-Man.jpg,yay!!  this will cover the cost of,the ambulance ride after my accident last month!,3476,0
https://i.imgflip.com/3ra9wi.jpg,Money-Man.jpg,i bet $28374628346827346782364812734124912346198274,that you didn't read the whole number,2559,0
https://i.imgflip.com/41as1r.jpg,Money-Man.jpg,if instead of how much money you have you have 100 dollars for every one point you have,would you be richer. and if you willing to say how much richer?,1895,2
https://i.imgflip.com/4mdw5w.jpg,Money-Man.jpg,money technically does grow on trees,because paper comes from leaves and money's made of paper,645,3
https://i.imgflip.com/4l5404.jpg,Money-Man.jpg,money can buy you,99.99% of happiness in your life,562,1
https://i.imgflip.com/34s69j.jpg,Money-Man.jpg,due to inflation,it will now cost $50 to make to you hollar,5275,3
https://i.imgflip.com/3nft1z.jpg,Money-Man.jpg,when you show up,at your grandma's place,1160,2
https://i.imgflip.com/225ei9.jpg,Money-Man.jpg,i'm going to open a gym,that's only open in january,3912,0
https://i.imgflip.com/21o4ld.jpg,Money-Man.jpg,the reason why corporations take advantage of the american people,is because people keep buying      materialistic shit              that they really don't need,3973,0
https://i.imgflip.com/347qep.jpg,Money-Man.jpg,they say money can't buy happiness,but it comes really close,1150,0
https://i.imgflip.com/179ji1.jpg,Money-Man.jpg,cell phone companies next month,from data overages via pokémon go,5943,0
https://i.imgflip.com/146696.jpg,Money-Man.jpg,when people ask why,i am not having children,16107,0
https://i.imgflip.com/1aulli.jpg,Money-Man.jpg,"the people who are always saying ""money isn't everything"" the most",always seem to have plenty of it,4118,6
https://i.imgflip.com/184d4l.jpg,Money-Man.jpg,and i'm coming to you live from the inside,of trumps hq,2147,5
https://i.imgflip.com/172t1w.jpg,Money-Man.jpg,let's make more sequels,to the movies that don't need them,3744,4
https://i.imgflip.com/1kr5k0.jpg,Money-Man.jpg,i won the lottery,again!!!,1562,3
https://i.imgflip.com/1pw03h.jpg,Money-Man.jpg,i'm semi rich,i can rent anything i want,2726,1
https://i.imgflip.com/1wvopn.jpg,Money-Man.jpg,a dollar a day,makes pap go away,992,1
https://i.imgflip.com/1j5jkc.jpg,Money-Man.jpg,with all the fake news,media companies are saving a bundle on retractions,685,2
https://i.imgflip.com/1j40md.jpg,Money-Man.jpg,money now,socialize later,285,0
https://i.imgflip.com/2tkk41.jpg,Money-Man.jpg,here comes the,moneeeeeeeeeeeeeeeeeeeeeeeeeeeey,1368,0
https://i.imgflip.com/1lzrny.jpg,Money-Man.jpg,look at  all this money,you will never have,367,0
https://i.imgflip.com/1pogdz.jpg,Money-Man.jpg,i got money,and you can't have some,1570,0
https://i.imgflip.com/1tmavt.jpg,Money-Man.jpg,banned for hacking on stream,makes profit,939,1
https://i.imgflip.com/59gc5m.jpg,Money-Man.jpg,me: goes to grandparents house and get five bucks,also me: i’m rich!,44,0
https://i.imgflip.com/4cti3o.jpg,Money-Man.jpg,we not going back,to being broke nomore,97,0
https://i.imgflip.com/3evfq8.jpg,Money-Man.jpg,earn cash on autopilot,just by following this method,917,0
https://i.imgflip.com/2bssiu.jpg,Money-Man.jpg,wht u imagine,when relatives visit,235,0
https://i.imgflip.com/1wvfzk.jpg,Money-Man.jpg,drink water,it's free and healthy,311,0
https://i.imgflip.com/1ik2k2.jpg,Money-Man.jpg,i want to go shopping,at my own store!!!,611,0
https://i.imgflip.com/4lvn5k.jpg,Money-Man.jpg,all the money in the world   will never make you happy,"especially, when you don’t have a soul",417,0
https://i.imgflip.com/64ghts.jpg,Elon-Musk-smoking-a-joint.jpg,purple kiryu,secruity guards,263,1
https://i.imgflip.com/5jiqjr.jpg,Elon-Musk-smoking-a-joint.jpg,elon musk is just one chemical accident away,from becoming a super-villain,2204,5
https://i.imgflip.com/5e7sxq.jpg,Elon-Musk-smoking-a-joint.jpg,hmmmmmmmmmmm,i want to send a tesla to space instead of donating it to poor people thats good right,2387,0
https://i.imgflip.com/591zp6.jpg,Elon-Musk-smoking-a-joint.jpg,because faking autism,is all the rage these days,6663,6
https://i.imgflip.com/2iiwpq.jpg,Elon-Musk-smoking-a-joint.jpg,why don't we just launch,earth into space?,15107,0
https://i.imgflip.com/4mgxpx.jpg,Elon-Musk-smoking-a-joint.jpg,elon musk would make,a great james bond villain,2446,0
https://i.imgflip.com/4em1aq.jpg,Elon-Musk-smoking-a-joint.jpg,you laughed at me for wanting to go to mars,and then 2020 came along,9979,0
https://i.imgflip.com/54tauf.jpg,Elon-Musk-smoking-a-joint.jpg,not sure if moon,or planet mars,2274,2
https://i.imgflip.com/53bzm5.jpg,Elon-Musk-smoking-a-joint.jpg,you should,nft that,1772,1
https://i.imgflip.com/3482y3.jpg,Elon-Musk-smoking-a-joint.jpg,without the smoke headphones and microphone,this would be a perfect scene from a pardon me would you have any grey pupon commercial,2169,9
https://i.imgflip.com/2ohgp4.jpg,Elon-Musk-smoking-a-joint.jpg,elon musk smokes weed,...weed gets high,5848,8
https://i.imgflip.com/3g1529.jpg,Elon-Musk-smoking-a-joint.jpg,if you say that it's opposite day on opposite day,then it's not really opposite day,1103,0
https://i.imgflip.com/2hjz25.jpg,Elon-Musk-smoking-a-joint.jpg,me,when watching a talk show where hillary talks how  she lost the election,14545,6
https://i.imgflip.com/40bvht.jpg,Elon-Musk-smoking-a-joint.jpg,yes yes yes,we live in a computer,3276,1
https://i.imgflip.com/2hukxv.jpg,Elon-Musk-smoking-a-joint.jpg,why build rockets when you can,get to space just by smoking a joint,1911,0
https://i.imgflip.com/3co5jw.jpg,Elon-Musk-smoking-a-joint.jpg,"hello, i am doing something about climate change",i'm building a rocket to go to mars,1260,2
https://i.imgflip.com/3o1r8n.jpg,Elon-Musk-smoking-a-joint.jpg,parents faces when they're mentally keeping track,of the school shooting streaks in americas,19869,0
https://i.imgflip.com/2o9ua9.jpg,Elon-Musk-smoking-a-joint.jpg,rocket crash lands in water,invents amphibious rocket that swims to landing pad,842,3
https://i.imgflip.com/2k89y7.jpg,Elon-Musk-smoking-a-joint.jpg,the face you make when you get wrongly accused of something,but also get away with something,559,3
https://i.imgflip.com/2iwf56.jpg,Elon-Musk-smoking-a-joint.jpg,yeah,we plan on growing weed on mars,1626,0
https://i.imgflip.com/2q9ct8.jpg,Elon-Musk-smoking-a-joint.jpg,where do i sign up for,this space force thingy?,1009,3
https://i.imgflip.com/2o8ivu.jpg,Elon-Musk-smoking-a-joint.jpg,you'll get no where in life with weed,"my best ideas come from a combination of mescalin, shrooms and lsd",776,1
https://i.imgflip.com/2hqaik.jpg,Elon-Musk-smoking-a-joint.jpg,i'll just buy the military,call them musketeers,1398,1
https://i.imgflip.com/2nvz58.jpg,Elon-Musk-smoking-a-joint.jpg,i love you,muskrat,480,1
https://i.imgflip.com/2ykqj2.jpg,Elon-Musk-smoking-a-joint.jpg,*hits blunt*,"""what if we just take a image of a moving glow-stick bracelet, and say it's a black hole?""",1753,0
https://i.imgflip.com/50sx7i.jpg,Elon-Musk-smoking-a-joint.jpg,if i eat all the food i will need to go out and get more food,i will then have more food,70,0
https://i.imgflip.com/4djer0.jpg,Elon-Musk-smoking-a-joint.jpg,man seen flying with a jet pack over lax,i had some time to spare....,532,0
https://i.imgflip.com/3m3nva.jpg,Elon-Musk-smoking-a-joint.jpg,trump set tariffs duties on china,i build directly in china,312,0
https://i.imgflip.com/2nujwy.jpg,Elon-Musk-smoking-a-joint.jpg,"yeah, nasa landed on mars",but did they launch a tesla into space?!,483,0
https://i.imgflip.com/2hyeyl.jpg,Elon-Musk-smoking-a-joint.jpg,apple wants to buy my car company,they should advertise it as the new iphone on wheels,576,0
https://i.imgflip.com/2in0tl.jpg,Elon-Musk-smoking-a-joint.jpg,i'd like to buy a vowel,alex,285,0
https://i.imgflip.com/4c6q6k.jpg,Elon-Musk-smoking-a-joint.jpg,me watching my,black and white colour tv,181,0
https://i.imgflip.com/4u7y1z.jpg,mr-bean.jpg,when ur tc say: pick a partner,u look at ur fren like this,1582,5
https://i.imgflip.com/3hv5md.jpg,mr-bean.jpg,teacher says to pick a partner,look at your friend like this,2130,0
https://i.imgflip.com/3eoovq.jpg,mr-bean.jpg,when the teacher says to find a partner,and you look at your friend like,1289,7
https://i.imgflip.com/3brbll.jpg,mr-bean.jpg,when the teacher says find a buddy to sit with you on the bus,you look at your friend like this,1037,0
https://i.imgflip.com/3youy1.jpg,mr-bean.jpg,the state of georgia is open,for business and that's a good idea?,748,2
https://i.imgflip.com/4hkzjk.jpg,mr-bean.jpg,pherb,i know what we're gonna do today,685,3
https://i.imgflip.com/1lz41a.jpg,mr-bean.jpg,roses are red weed is green,im moving to colorado if you know what i mean,9865,0
https://i.imgflip.com/2o38vz.jpg,mr-bean.jpg,did someone say,party???,1886,5
https://i.imgflip.com/2smwpg.jpg,mr-bean.jpg,when you realize that mr bean,is more famous then rowan atkinson,921,4
https://i.imgflip.com/228grv.jpg,mr-bean.jpg,when the teacher says pick partners,and you look at your friend like this,2550,0
https://i.imgflip.com/2db28x.jpg,mr-bean.jpg,the look you give your bff,when something fishy is going on in the office,2181,0
https://i.imgflip.com/2w5mh1.jpg,mr-bean.jpg,if you can't say      something nice,don't say anything at all.,1259,3
https://i.imgflip.com/2wzxxi.jpg,mr-bean.jpg,im a windows xp,can i crash at your place?,576,4
https://i.imgflip.com/3osxsd.jpg,mr-bean.jpg,oh disregard,the email.,725,1
https://i.imgflip.com/1pjtai.jpg,mr-bean.jpg,teacher says pick a partner,look at your friend like this,469,0
https://i.imgflip.com/27ekdk.jpg,mr-bean.jpg,when you tell a joke and your friend rolls  his eyes and shakes his head at you,but you catch him retelling it when he thought you werent around,3424,4
https://i.imgflip.com/1eqjpp.jpg,mr-bean.jpg,teacher says  pick a partner,look at your friend like this,460,0
https://i.imgflip.com/3g3sug.jpg,mr-bean.jpg,are you google,because you're everything im searching for,522,1
https://i.imgflip.com/1himba.jpg,mr-bean.jpg,teacher says pick a partner,you give them this face,1463,5
https://i.imgflip.com/1osekw.jpg,mr-bean.jpg,is your body from mcdonalds,because im lovin it,4852,0
https://i.imgflip.com/2eqep3.jpg,mr-bean.jpg,me looking at my friend,when the teacher says pick a partner,543,2
https://i.imgflip.com/13ghhz.jpg,mr-bean.jpg,my mummy,says i am beautiful,1785,5
https://i.imgflip.com/21bgav.jpg,mr-bean.jpg,why did all the girls get a 69% on their quiz,because they wanted the d+,18821,0
https://i.imgflip.com/1cdeos.jpg,mr-bean.jpg,roses are red weed is green i'm moving to colorado,if you know what i mean,934,4
https://i.imgflip.com/105v2q.jpg,mr-bean.jpg,that look you give your mate,when your instructor says find a partner,1702,4
https://i.imgflip.com/11c3ye.jpg,mr-bean.jpg,facebook memes,you don't really expect me to believe that crap,802,4
https://i.imgflip.com/11ca6s.jpg,mr-bean.jpg,ted cruz's,brother from another mother?,597,3
https://i.imgflip.com/11h67m.jpg,mr-bean.jpg,mfw,"""birth control pills linked to fewer severe knee injuries"" in females",806,0
https://i.imgflip.com/1f49ms.jpg,mr-bean.jpg,did you get ur body from mcdonalds,because i'm lovin' it,1551,0
https://i.imgflip.com/1eoei2.jpg,mr-bean.jpg,well you know this guy will survive the zombie apocalypse,because zombies eat brains,773,1
https://i.imgflip.com/3aj60x.jpg,mr-bean.jpg,my face when candidate lightfoot promises to fund schools,then mayor lightfoot breaks her promise,1088,1
https://i.imgflip.com/2n90uc.jpg,mr-bean.jpg,oh hey there,don't forget to complete your 40 hours,496,1
https://i.imgflip.com/1grgi9.jpg,mr-bean.jpg,"teacher says ""pick a partner""",look at your friend like this,245,1
https://i.imgflip.com/5d2n26.jpg,mr-bean.jpg,when you stare at her and say,"buenas patas, ta buena pa sacarle crías",67,0
https://i.imgflip.com/3vz51c.jpg,mr-bean.jpg,bus freak want are another,mr bean meme,152,0
https://i.imgflip.com/3hgl3i.jpg,mr-bean.jpg,when the teacher asks what your,"smiling at under your desk, you say its your phone",205,0
https://i.imgflip.com/3fxc1z.jpg,mr-bean.jpg,"when the teacher says, ""wait here for 10 minutes""",u looking at ur friend,269,0
https://i.imgflip.com/29qen1.jpg,mr-bean.jpg,after years,i found u,581,0
https://i.imgflip.com/27n7r3.jpg,mr-bean.jpg,after 5 minutes of netflix,he gives you this look,303,0
https://i.imgflip.com/1zbzt4.jpg,mr-bean.jpg,is it my funny face,or just gas,484,0
https://i.imgflip.com/1ve203.jpg,mr-bean.jpg,when somebody asks you,if your english improved at bnp paribas,569,0
https://i.imgflip.com/1oc980.jpg,mr-bean.jpg,that creepy look you have,when someone compliments you,949,0
https://i.imgflip.com/1ldbff.jpg,mr-bean.jpg,my code is: 12629,if you know what i mean,311,0
https://i.imgflip.com/11k9se.jpg,mr-bean.jpg,mmmhhhh,a feiner schnaps !,836,0
https://i.imgflip.com/14gzlx.jpg,mr-bean.jpg,beautiful pictures,for all products!,1132,0
https://i.imgflip.com/26o5dn.jpg,mr-bean.jpg,krav maga,randfontein,507,0
https://i.imgflip.com/5hcw2c.jpg,Show-me-the-money.jpg,when your sibling does something bad and they have to pay you to keep your mouth shut,show me the money,1401,3
https://i.imgflip.com/4cqdkd.jpg,Show-me-the-money.jpg,when you a pimp and yo’ hos don’t give you money,"bitch, sho me yo money.",2250,1
https://i.imgflip.com/2whie6.jpg,Show-me-the-money.jpg,its my money,and i need it now,1754,1
https://i.imgflip.com/2arizu.jpg,Show-me-the-money.jpg,employees waiting for bonuses be like:,show me the money,4070,1
https://i.imgflip.com/1q2bqq.jpg,Show-me-the-money.jpg,show me the,cuvfefe!!!,3889,1
https://i.imgflip.com/1xlzpj.jpg,Show-me-the-money.jpg,target employees waiting on the wage increase like:,show me the money!!!!,2007,1
https://i.imgflip.com/1fygzk.jpg,Show-me-the-money.jpg,gainshare 1.62,show me the money,1292,1
https://i.imgflip.com/56xhin.jpg,Show-me-the-money.jpg,show me the money,and give it to me please,312,0
https://i.imgflip.com/256nru.jpg,Show-me-the-money.jpg,show me the votes for total makeover challenge,http://theprogress.upickem.net/engine/votes.aspx?pagetype=voting&contestid=374793,480,0
https://i.imgflip.com/1p419d.jpg,Show-me-the-money.jpg,stop trying to eat,before we pay our bills!,494,0
https://i.imgflip.com/1cs3lj.jpg,Show-me-the-money.jpg,oooo lalala mmmmmm,show me the song shazam!,520,0
https://i.imgflip.com/1bxhz4.jpg,Show-me-the-money.jpg,show me the,thirty-one money!,797,0
https://i.imgflip.com/10895q.jpg,Show-me-the-money.jpg,andy! show us the,money,910,0
https://i.imgflip.com/102np9.jpg,Show-me-the-money.jpg,"""show me the money!""",no one wants to talk about the $2.2 million lps just got,903,0
https://i.imgflip.com/zasoz.jpg,Show-me-the-money.jpg,show me the,quote!,544,0
